中文系,﻿中文,系于,1925年秋在国文部的基础上扩充建立,1925年,,,,﻿中文系于1925年秋在国文部的基础上扩充建立，归属文学院。
中文系,﻿中文,扩充,文学院,1925年,,,,﻿中文系于1925年秋在国文部的基础上扩充建立，归属文学院。
中文系,﻿中文,建立,文学院,1925年,,,,﻿中文系于1925年秋在国文部的基础上扩充建立，归属文学院。
中文系,﻿中文,归属,文学院,1925年,,,,﻿中文系于1925年秋在国文部的基础上扩充建立，归属文学院。
中文系,当时设系的宗旨,设系,宗旨,当时,,,三,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,有,三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况,当时,,,三,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,趋向,中国文学,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,整理,中国文学,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,研究,中国文学,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,应,青年学生学习文学之要求,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,学习,文学之要求,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,使,全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,学习,一般应用课程,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,有,精修博选的机会,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,博选,机会,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,宗旨,改进,学校国文教学状况,当时,,,,当时设系的宗旨有三：（一）顺时代之趋向，整理研究中国文学；（二）应青年学生学习文学之要求；（三）使全校学生除学习一般应用课程外，在文学艺术方面有精修博选的机会，以改进学校国文教学状况。
中文系,中文系,发展,规模,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,中文系,颇具,规模,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,课程,趋向,授课名师如云,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,课程,系统化,授课名师如云,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,中文系,授课,名师如云,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,其中,有,刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等,,,,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,其中,大白,陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等,,,刘,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,其中,应,傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等,,,陈望道谢六逸夏丏尊,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,其中,照伦,傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等,,,陈望道谢六逸夏丏尊,,至30年代初，中文系已发展完备，颇具规模，课程亦逐渐丰富完善，并趋向系统化，授课名师如云，其中有刘大白、陈望道、谢六逸、夏丏尊、应照伦、傅乐华、郑振铎、田汉、赵景深、曹聚仁、洪深、梁实秋、冯沅君和叶绍等。
中文系,复旦,迁至,重庆,1937年10月,复旦,,,1937年10月，复旦内迁至重庆，部分留沪教师在租界办复旦大学补习部，也设中文科。
中文系,部分留沪教师,留,沪教师,1937年10月,,,部分,1937年10月，复旦内迁至重庆，部分留沪教师在租界办复旦大学补习部，也设中文科。
中文系,教师,办,复旦大学补习部,1937年10月,,,部分,1937年10月，复旦内迁至重庆，部分留沪教师在租界办复旦大学补习部，也设中文科。
中文系,复旦,设,中文科,1937年10月,,,,1937年10月，复旦内迁至重庆，部分留沪教师在租界办复旦大学补习部，也设中文科。
中文系,文科,回归,中文系,1946年10月,,,,1946年10月学校复员回沪，补习部中文科回归中文系。
中文系,暨南大学文法商学院暨南大学文法商学院,奉命,停办并入复旦,1949年8月,文法商学院,,,1949年8月，同济大学文学院中国文学系、暨南大学文法商学院奉命停办并入复旦，并划归中文系，中文系由此分设文学组和典籍组。
中文系,暨南大学文法商学院暨南大学文法商学院,停办,并入复旦,1949年8月,文法商学院,,,1949年8月，同济大学文学院中国文学系、暨南大学文法商学院奉命停办并入复旦，并划归中文系，中文系由此分设文学组和典籍组。
中文系,暨南大学文法商学院暨南大学文法商学院,并入,复旦,1949年8月,文法商学院,,,1949年8月，同济大学文学院中国文学系、暨南大学文法商学院奉命停办并入复旦，并划归中文系，中文系由此分设文学组和典籍组。
