统计概览,本专科生人数,有,12881人,,,,12881人
统计概览,研究生人数,有,16929人,,,,16929人
统计概览,学位留学生人数,有,1883人,,,,1883人
统计概览,教学科研人员,有,2859人,,,,2859人
统计概览,高级专业技术职务人员,有,2523人,,,,2523人
统计概览,中国科学院、工程院院士人数,有,44人(含双聘),,,,44人
统计概览,长江学者特聘教授（本校入选）,有,94人,,,,94人
统计概览,省部级以上重点实验室,有,48个,,,,48个
统计概览,附属医院,有,16个,,,,16个
统计概览,校图书馆藏书数,有,532.70万册,,,,532.70万册
统计概览,校园占地面积,有,244.99万平方米,,,,244.99万平方米
统计概览,校舍建筑面积,有,200.20万平方米,,,,200.20万平方米
统计概览,本科专业,有,70个,,,,70个
统计概览,一级学科博士学位授权点,有,35个,,,,35个
统计概览,一级学科硕士学位授权点,有,41个,,,,41个
统计概览,博士专业学位授权点,有,2个,,,,2个
统计概览,硕士专业学位授权点,有,27个,,,,27个
统计概览,国家重点学科一级学科数,有,11个,,,,11个
统计概览,国家重点学科二级学科数,有,19个,,,,19个
复旦标志,校名,来源,《尚书大传》中的《虞夏传·卿云歌》“卿云烂兮，糺缦缦兮。日月光华，旦复旦兮。”,1905,,,
复旦标志,毛泽东,提名,,1951,,,
复旦标志,校徽,注册,,1999,,,
复旦标志,校徽,认证,,2000-2001,,,
复旦标志,校徽,形状,,校徽为圆形，“复旦”篆书居中，英文名上环绕，创校时间（公元纪年）下环居中。,,,
复旦标志,校训,是,“博学而笃志，切问而近思。”,1915,,,马相伯
复旦标志,校训,来源,《论语·子章》,,,,
复旦标志,校歌,作词,刘大白,,,,
复旦标志,校歌,作曲,丰子恺,,,,
复旦标志,校歌,内容,复旦复旦旦复旦，巍巍学府文章焕,,,,
复旦标志,创办日期,是,2084,2084,,,
复旦标志,校庆,是,42882,42882,,,
复旦标志,校庆,确定时间,1950年,1950年,,,
治理架构,党委书记,是,焦扬,,,,
治理架构,党委副书记,包含,许宁生,,,,
治理架构,党委副书记,包含,刘承功,,,,
治理架构,党委副书记,包含,许　征,,,,
治理架构,党委副书记,包含,尹冬梅,,,,
治理架构,党委副书记,包含,袁正宏,,,,
治理架构,校长,是,许宁生,2014年10月-,,,
治理架构,常务副校长,包含,包信和,,,,
治理架构,常务副校长,包含,桂永浩,,,,
治理架构,副校长,包含,金力,,,,
治理架构,副校长,包含,张志勇,,,,
治理架构,副校长,包含,周亚明,,,,
治理架构,校长助理,包含,丁光宏,,,,
治理架构,校长助理,包含,苟燕楠,,,,
治理架构,校长助理,包含,陈志敏,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,焦扬,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,许宁生,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,桂永浩,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,许征,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,袁正宏,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,刘承功,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,尹冬梅,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,金力,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,张志勇,,,,
治理架构,中共复旦大学第十四届委员会常务委员会,包含,周亚明, ,,,
治理架构,中共复旦大学第十四届纪律检查委员会,书记,袁正宏,,,,
治理架构,中共复旦大学第十四届纪律检查委员会,副书记,李尧鹏　,,,,
治理架构,中共复旦大学第十四届纪律检查委员会,副书记,罗力,,,,
校区,邯郸校区,地址,邯郸路220号,,,,
校区,邯郸校区,面积,922297平方米,,,,
校区,邯郸校区,邮编,200433,,,,
校区,邯郸校区,是,主校区,,,,
校区,江湾校区,地址,淞沪路2005号,,,,
校区,江湾校区,邮编,200438,,,,
校区,江湾校区,面积,1066666平方米,,,,
校区,张江校区,地址,张衡路825号,,,,
校区,张江校区,邮编,201203,,,,
校区,枫林校区,地址,医学院路138号,,,,
校区,枫林校区,邮编,200032,,,,
访问复旦,总机电话,是,86-21-65642222,,,,
师资队伍,中国科学院院士,包含,干福熹,,,,
师资队伍,中国科学院院士,包含,胡和生,,,,
师资队伍,中国科学院院士,包含,沈自尹,,,,
师资队伍,中国科学院院士,包含,贺福初,,,,
师资队伍,中国科学院院士,包含,洪家兴,,,,
师资队伍,中国科学院院士,包含,江　明,,,,
师资队伍,中国科学院院士,包含,穆　穆,,,,
师资队伍,中国科学院院士,包含,金亚秋,,,,
师资队伍,中国科学院院士,包含,徐国良,,,,
师资队伍,中国科学院院士,包含,郝柏林,,,,
师资队伍,中国科学院院士,包含,杨福家,,,,
师资队伍,中国科学院院士,包含,陆汝钤,,,,
师资队伍,中国科学院院士,包含,黄春辉,,,,
师资队伍,中国科学院院士,包含,陶瑞宝,,,,
师资队伍,中国科学院院士,包含,王正敏,,,,
师资队伍,中国科学院院士,包含,许宁生,,,,
师资队伍,中国科学院院士,包含,孙　鑫,,,,
师资队伍,中国科学院院士,包含,张人禾,,,,
师资队伍,中国科学院院士,包含,安芷生,,,,
师资队伍,中国科学院院士,包含,沈学础,,,,
师资队伍,中国科学院院士,包含,王　迅,,,,
师资队伍,中国科学院院士,包含,林国强,,,,
师资队伍,中国科学院院士,包含,赵国屏,,,,
师资队伍,中国科学院院士,包含,麻生明,,,,
师资队伍,中国科学院院士,包含,包信和,,,,
师资队伍,中国科学院院士,包含,陈恕行,,,,
师资队伍,中国科学院院士,包含,杨雄里,,,,
师资队伍,中国科学院院士,包含,李大潜,,,,
师资队伍,中国科学院院士,包含,陈凯先,,,,
师资队伍,中国科学院院士,包含,杨玉良,,,,
师资队伍,中国科学院院士,包含,彭实戈,,,,
师资队伍,中国科学院院士,包含,赵东元,,,,
师资队伍,中国科学院院士,包含,葛均波,,,,
师资队伍,中国科学院院士,包含,金　力,,,,
师资队伍,中国工程院院士,包含,汤钊猷,,,,
师资队伍,中国工程院院士,包含,陈灏珠,,,,
师资队伍,中国工程院院士,包含,周良辅,,,,
