护理学院,,﻿,复旦大学护理学院位于上海繁华的徐家汇东侧,,,,,﻿复旦大学护理学院位于上海繁华的徐家汇东侧，她有着悠久的历史和优良的学风。
护理学院,,位于,上海繁华的徐家汇东侧,,复旦大学,,,﻿复旦大学护理学院位于上海繁华的徐家汇东侧，她有着悠久的历史和优良的学风。
护理学院,她,有,悠久的历史和优良的学风,,,,,﻿复旦大学护理学院位于上海繁华的徐家汇东侧，她有着悠久的历史和优良的学风。
护理学院,她,创办,上海西门妇孺医院协和护士学校到今天的复旦大学护理学院,1920年,,,,自1920年创办上海西门妇孺医院协和护士学校到今天的复旦大学护理学院，办学近一个世纪以来培养了一大批护理精英。
护理学院,她,办学,近一个世纪,今天,,,一,自1920年创办上海西门妇孺医院协和护士学校到今天的复旦大学护理学院，办学近一个世纪以来培养了一大批护理精英。
护理学院,世纪,培养,一大批护理精英,今天,,,一,自1920年创办上海西门妇孺医院协和护士学校到今天的复旦大学护理学院，办学近一个世纪以来培养了一大批护理精英。
护理学院,1940年,担任,中华护士,1940年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1940年,会会,长的中国人伍哲英女士,1940年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1947年代表中国参加国际护士大会的张祖华女士,代表,中国,1947年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1947年代表中国参加国际护士大会的张祖华女士,参加,国际护士大会,1947年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1940年,护理,历史上留下了光辉的篇章,1947年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1940年,留下,光辉的篇章,1947年,,,,从1940年第一位担任中华护士会会长的中国人伍哲英女士，到1947年代表中国参加国际护士大会的张祖华女士，在中国护理历史上留下了光辉的篇章。
护理学院,1940年,成立于,1997年12月19日,1997年12月19日,,,,"一、历史沿革复旦大学护理学院（原上海医科大学护理学院）成立于1997年12月19日，是全国最早成立的护理学院之一,由原上海医科大学护理学部与上海医科大学附设护士学校合并而成。"
护理学院,1940年,成立,护理学院之一,1997年12月19日,,,,"一、历史沿革复旦大学护理学院（原上海医科大学护理学院）成立于1997年12月19日，是全国最早成立的护理学院之一,由原上海医科大学护理学部与上海医科大学附设护士学校合并而成。"
护理学院,1940年,附设,护士学校,1997年12月19日,上海医科大学,,,"一、历史沿革复旦大学护理学院（原上海医科大学护理学院）成立于1997年12月19日，是全国最早成立的护理学院之一,由原上海医科大学护理学部与上海医科大学附设护士学校合并而成。"
护理学院,1940年,合并,,1997年12月19日,上海医科大学,,,"一、历史沿革复旦大学护理学院（原上海医科大学护理学院）成立于1997年12月19日，是全国最早成立的护理学院之一,由原上海医科大学护理学部与上海医科大学附设护士学校合并而成。"
