马克思主义学院,,﻿,复旦大学在宣传马克思主义、开展马克思主义理论教学、研究方面有着光荣的传统,,,,,﻿复旦大学在宣传马克思主义、开展马克思主义理论教学、研究方面有着光荣的传统。
马克思主义学院,,宣传,马克思主义,,复旦大学,,,﻿复旦大学在宣传马克思主义、开展马克思主义理论教学、研究方面有着光荣的传统。
马克思主义学院,,开展,马克思主义理论教学、研究方面,,复旦大学,马克思,,﻿复旦大学在宣传马克思主义、开展马克思主义理论教学、研究方面有着光荣的传统。
马克思主义学院,,有,光荣的传统,,复旦大学,马克思,,﻿复旦大学在宣传马克思主义、开展马克思主义理论教学、研究方面有着光荣的传统。
马克思主义学院,复旦大学教员陈望道复旦大学教员陈望道,翻译,《共产党宣言》,1920年,复旦大学,陈望道,,1920年，复旦大学教员陈望道翻译了《共产党宣言》，这是我国第一个全文中译本。
马克思主义学院,这,是我国全文中译本,,1920年,,,,1920年，复旦大学教员陈望道翻译了《共产党宣言》，这是我国第一个全文中译本。
马克思主义学院,中国,成立,学术大师胡曲园、周谷城、周予同、张明养等教授,,,,,新中国成立后，学术大师胡曲园、周谷城、周予同、张明养等教授兼任政治课教授。
马克思主义学院,学术大师胡曲园、周谷城、周予同、张明养等教授学术大师胡曲园、周谷城、周予同、张明养等教授,兼任,政治课教授,,,张明养,,新中国成立后，学术大师胡曲园、周谷城、周予同、张明养等教授兼任政治课教授。
马克思主义学院,中国,建立,直属学校的马列主义教研室,,,,,改革开放后，建立了直属学校的马列主义教研室，后更名为“社会科学基础部”。
马克思主义学院,中国,更名为,“社会科学基础部”,,,,,改革开放后，建立了直属学校的马列主义教研室，后更名为“社会科学基础部”。
马克思主义学院,中国,更名,为马克思主义学院,2014年,,,,2014年，更名为马克思主义学院。
马克思主义学院,复旦大学马克思主义学院复旦大学马克思主义学院,入选,首批全国重点马克思主义学院,2016年,复旦大学,马克思,,2016年，复旦大学马克思主义学院入选首批全国重点马克思主义学院、入选首批上海高校示范马克思主义学院。
马克思主义学院,复旦大学马克思主义学院复旦大学马克思主义学院,入选,首批上海高校示范马克思主义学院,2016年,复旦大学,马克思,,2016年，复旦大学马克思主义学院入选首批全国重点马克思主义学院、入选首批上海高校示范马克思主义学院。
马克思主义学院,复旦大学,建,马克思主义学院,同年,复旦大学,,,同年，上海市委宣传部和复旦大学共建马克思主义学院。
马克思主义学院,职称,人、副高职称,,,,,12,学院现有教职工49人，其中正高职称12人、副高职称17人。
马克思主义学院,副高职称,人,,,,,17,学院现有教职工49人，其中正高职称12人、副高职称17人。
马克思主义学院,职称,拥有,国务院学位委员会马克思主义理论评议组成员1人、教育部新世纪优秀人才1人、全国高校思想政治理论课教学指导委员会委员3人、中央马克思主义理论研究与建设工程主要成员3人全国高校优秀中青年思想政治理论课教师,,,,1,拥有国务院学位委员会马克思主义理论评议组成员1人、教育部新世纪优秀人才1人、全国高校思想政治理论课教学指导委员会委员3人、中央马克思主义理论研究与建设工程主要成员3人、全国高校优秀中青年思想政治理论课教师择优资助计划人才2人、上海市曙光学者2人、晨光学者2人、阳光学者6人。
马克思主义学院,职称,择优,资助计划人才2人、上海市曙光学者2人、晨光学者2人、阳光学者6人,,中央,马克思,2,拥有国务院学位委员会马克思主义理论评议组成员1人、教育部新世纪优秀人才1人、全国高校思想政治理论课教学指导委员会委员3人、中央马克思主义理论研究与建设工程主要成员3人、全国高校优秀中青年思想政治理论课教师择优资助计划人才2人、上海市曙光学者2人、晨光学者2人、阳光学者6人。
马克思主义学院,学院,为,全国首批“马克思主义理论”一级学科博士点和博士后流动站单位,,,,,学院为全国首批“马克思主义理论”一级学科博士点和博士后流动站单位。
马克思主义学院,马克思主义原理,培育,学科,,,,,“马克思主义原理”是国家重点培育学科，“马克思主义理论”入选上海高校一流学科和高峰学科。
马克思主义学院,马克思主义原理,入选,上海高校一流学科和高峰学科,,,,,“马克思主义原理”是国家重点培育学科，“马克思主义理论”入选上海高校一流学科和高峰学科。
马克思主义学院,基地平台,有,教育部重点研究基地“中国共产党革命精神和文化资源研究中心”、教育部高校辅导员培训和研修基地、中央统战部“中国特色社会主义统一战线理论研究基地”、上海高校重点研究基地“复旦大学国家意识形态建设研究中心”、复旦大学马克思主义研究院、复旦大学中国研究院等机构,,建设,,,支撑学科建设的基地平台有：教育部重点研究基地“中国共产党革命精神和文化资源研究中心”、教育部高校辅导员培训和研修基地、中央统战部“中国特色社会主义统一战线理论研究基地”、上海高校重点研究基地“复旦大学国家意识形态建设研究中心”、复旦大学马克思主义研究院、复旦大学中国研究院等机构。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,形成,有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持,,,马克思,众多,经过多年发展，复旦马克思主义理论形成了有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,有,众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科,,,马克思,众多,经过多年发展，复旦马克思主义理论形成了有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,融合,涵养,,,马克思,有多,经过多年发展，复旦马克思主义理论形成了有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,支撑,学科,,,马克思,有多,经过多年发展，复旦马克思主义理论形成了有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,提供,有力支持,,,,,经过多年发展，复旦马克思主义理论形成了有众多相关人文社科重点学科融合涵养的、有多个学术与实践平台支撑的学科，为理论课教学提供了有力支持。
马克思主义学院,复旦马克思主义理论复旦马克思主义理论,形成,“课堂、网络、实践三位一体”的教学体系,,,,,学院思想政治理论课教学，形成了“课堂、网络、实践三位一体”的教学体系。
马克思主义学院,课程,形成,各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合,,,,四,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,课程,有,特色,,,,四,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,课程,结合,《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合,,,,,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,课程,结合,《纲要》课与“治国理政——全国大学生交流论坛”相结合,,,,,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,课程,结合,《基础》课与网络共享课堂相结合,,,,,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,课程,结合,,,,,,本科教学的四门课程初步形成了各有特色的实践教学载体：《原理》课与“马克思主义理论活动周”相结合；《概论》课与“复旦大学中国党政干部论坛”相结合;《纲要》课与“治国理政——全国大学生交流论坛”相结合；《基础》课与网络共享课堂相结合。
马克思主义学院,学院,建设,国家精品课程1门、国家级精品资源共享课1门、上海市精品课程3门,,,,1,学院建设了国家精品课程1门、国家级精品资源共享课1门、上海市精品课程3门。
马克思主义学院,学院,共享,课,,,,1,学院建设了国家精品课程1门、国家级精品资源共享课1门、上海市精品课程3门。
马克思主义学院,学院,获得,国家级教学成果二等奖2项、上海市教学成果一等奖,,,,2,获得了国家级教学成果二等奖2项、上海市教学成果一等奖1项。
马克思主义学院,马克思主义学院教学团队马克思主义学院教学团队,获得,“国家优秀教学团队”称号,,,马克思,,马克思主义学院教学团队获得“国家优秀教学团队”称号。
