材料科学系,生物技术,是世纪的三大主要发展领域,,,,,三,﻿新材料、信息技术和生物技术是21世纪的三大主要发展领域，其中，新材料又是汽车、航空、通讯、家电、IT、生物医药、国防、交通运输、城市建设等基础。
材料科学系,材料,又是汽车、航空、通讯、家电、IT、生物医药、国防、交通运输、城市建设等基础,,,,,,﻿新材料、信息技术和生物技术是21世纪的三大主要发展领域，其中，新材料又是汽车、航空、通讯、家电、IT、生物医药、国防、交通运输、城市建设等基础。
材料科学系,本系前身,是材料科学研究所,,,,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,1982年复旦大学,适应,国民经济的发展,1982年,复旦,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,1982年复旦大学,组织,物理系、化学系部分人员设置,1982年,,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,1982年复旦大学,设置,是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一,1982年,,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,本系前身,设立,具有工科性质的材料学科的几个单位之一,1982年,,,几,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,本系前身,具有,工科性质,1982年,,,几,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,本系前身,建立,校直属的材料科学系,1986年3月,,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,本系前身,属,材料科学系,1986年3月,,,,本系前身是材料科学研究所，1982年复旦大学为了适应国民经济的发展，组织物理系、化学系部分人员设置，是国内综合性大学中最早设立具有工科性质的材料学科的几个单位之一，1986年3月正式建立校直属的材料科学系。
材料科学系,设置宗旨,避免,与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发,,,,,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,重复,根据国家和上海市的经济发展需求,,,,,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,结合,复旦大学的特点,,,,,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,力求,从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发,,,,,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,开展,功能材料与器件的设计,,,,三,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,制备,关系研究和应用开发,,,,三,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,构效,关系研究和应用开发,,,,三,学科领域和具体研究方向的设置宗旨是避免与传统工科院校的金属、陶瓷、混凝土等大材料重复，根据国家和上海市的经济发展需求，结合复旦大学的特点，力求从“特、新、功能”三个方面开展功能材料与器件的设计、制备及其构效关系研究和应用开发。
材料科学系,设置宗旨,研究,方向和科研机构：功能聚合物薄膜材料,,,,,主要研究方向和科研机构：功能聚合物薄膜材料；半导体光电材料与器件；新型能源材料；材料可靠性与设计等。
材料科学系,设置宗旨,新型能源材料；材料可靠性与设计等,,,,,,主要研究方向和科研机构：功能聚合物薄膜材料；半导体光电材料与器件；新型能源材料；材料可靠性与设计等。
材料科学系,设置宗旨,参与,复旦大学光纤研究中心等,,,,,基地：国家微电子材料与元器件分析中心；国家教育部先进涂料研究中心；专用材料与技术国防重点实验室；上海市高校电子与光电子材料及器件分析技术工程研究中心；TFT-LCD关键材料及技术国家工程实验室（参与）；复旦大学光纤研究中心等。
材料科学系,材料科学系师资力量,雄厚,,,,,,【师资力量】材料科学系师资力量雄厚，现有教职工69人，其中教授28位、博士生导师28位（含国防口聘任教授1位）、副教授29位，约50%的教师具有海外著名大学和科研机构留学经历。
材料科学系,博士生导师,含,国防口聘任教授,,,,1,【师资力量】材料科学系师资力量雄厚，现有教职工69人，其中教授28位、博士生导师28位（含国防口聘任教授1位）、副教授29位，约50%的教师具有海外著名大学和科研机构留学经历。
材料科学系,教师,具有,海外著名大学和科研机构,,,,50%,【师资力量】材料科学系师资力量雄厚，现有教职工69人，其中教授28位、博士生导师28位（含国防口聘任教授1位）、副教授29位，约50%的教师具有海外著名大学和科研机构留学经历。
材料科学系,科研机构,留学,经历,,,,50%,【师资力量】材料科学系师资力量雄厚，现有教职工69人，其中教授28位、博士生导师28位（含国防口聘任教授1位）、副教授29位，约50%的教师具有海外著名大学和科研机构留学经历。
材料科学系,材料科学系师资力量,有,"教育部“长江学者奖励计划”特聘教授1人、国家杰出青年基金获得者2人、""青年长江学者""1人、国家“青年千人”3人、国家“青年拔尖人才”1人、国家自然科学基金优青获得者3人，以及一大批教育部跨（新）世纪人才、上海市优秀学科带头人、上海市领军人才、上海市东方学者、上海市曙光学者、上海市启明星、上海市浦江人才、上海市晨光人才以及复旦大学特聘教授等",,,,,"有教育部“长江学者奖励计划”特聘教授1人、国家杰出青年基金获得者2人、""青年长江学者""1人、国家“青年千人”3人、国家“青年拔尖人才”1人、国家自然科学基金优青获得者3人，以及一大批教育部跨（新）世纪人才、上海市优秀学科带头人、上海市领军人才、上海市东方学者、上海市曙光学者、上海市启明星、上海市浦江人才、上海市晨光人才以及复旦大学特聘教授等。"
