人才培养,,﻿,复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,迈向,世界一流大学的进程,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,坚守,作育英才的根本使命,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,作育,英才的根本使命,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,秉承,“爱国、奉献、服务、牺牲”的复旦精神,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,奉献,服务,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,牺牲,复旦精神,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,,走,在中国高等教育改革的前沿,,,,,﻿复旦大学在迈向世界一流大学的进程中，始终坚守作育英才的根本使命，秉承“爱国、奉献、服务、牺牲”的复旦精神，一直走在中国高等教育改革的前沿。
人才培养,教育目标,着眼,于为20年后的世界和中国，培养具有人文情怀、科学精神、国际视野、专业素质的领袖人才,,,,20,复旦的教育目标是，着眼于为20年后的世界和中国，培养具有人文情怀、科学精神、国际视野、专业素质的领袖人才。
人才培养,教育目标,培养,具有人文情怀、科学精神、国际视野、专业素质的领袖人才,,,,,复旦的教育目标是，着眼于为20年后的世界和中国，培养具有人文情怀、科学精神、国际视野、专业素质的领袖人才。
人才培养,教育目标,具有,人文情怀、科学精神、国际视野、专业素质,,,,,复旦的教育目标是，着眼于为20年后的世界和中国，培养具有人文情怀、科学精神、国际视野、专业素质的领袖人才。
人才培养,复旦大学,致力于,推动中国的高等教育改革,过去,复旦大学,,,过去30年来，复旦大学一直致力于推动中国的高等教育改革。
人才培养,复旦大学,推动,中国的高等教育改革,过去,复旦大学,,,过去30年来，复旦大学一直致力于推动中国的高等教育改革。
人才培养,复旦,建立,研究生院的学校,,复旦,,,复旦是全国首批建立研究生院的学校，最早实施完全学分制改革、通识教育改革、大类培养和自主招生改革，率先成立复旦学院（本科生院），率先启动通识教育课程体系和住宿书院建设。
人才培养,复旦,实施,完全学分制改革、通识教育改革、大类培养和自主招生改革,,,,,复旦是全国首批建立研究生院的学校，最早实施完全学分制改革、通识教育改革、大类培养和自主招生改革，率先成立复旦学院（本科生院），率先启动通识教育课程体系和住宿书院建设。
人才培养,复旦,成立,复旦学院（本科生院）,,,,,复旦是全国首批建立研究生院的学校，最早实施完全学分制改革、通识教育改革、大类培养和自主招生改革，率先成立复旦学院（本科生院），率先启动通识教育课程体系和住宿书院建设。
人才培养,复旦,启动,通识教育课程体系和住宿书院建设,,,,,复旦是全国首批建立研究生院的学校，最早实施完全学分制改革、通识教育改革、大类培养和自主招生改革，率先成立复旦学院（本科生院），率先启动通识教育课程体系和住宿书院建设。
人才培养,,关注,每一位学生的发展,,,,一,学校关注每一位学生的发展，强调复旦精神传统的熏陶，为大家提供良好的发展空间、多样的选择机会和自由的学习环境。
人才培养,,强调,复旦精神传统的熏陶,,,,,学校关注每一位学生的发展，强调复旦精神传统的熏陶，为大家提供良好的发展空间、多样的选择机会和自由的学习环境。
人才培养,,提供,良好的发展空间,,,,,学校关注每一位学生的发展，强调复旦精神传统的熏陶，为大家提供良好的发展空间、多样的选择机会和自由的学习环境。
人才培养,校,有,全职专任教师2700人,目前,,,2700,目前，全校共有全职专任教师2700人；本科生1.41万人，研究生1.48万人，其中包括来自120个国家的近3000名学历留学生。
人才培养,本科生,人,,目前,,,1.41万,目前，全校共有全职专任教师2700人；本科生1.41万人，研究生1.48万人，其中包括来自120个国家的近3000名学历留学生。
人才培养,其中,包括,来自120个国家的近3000名学历留学生,目前,,,120,目前，全校共有全职专任教师2700人；本科生1.41万人，研究生1.48万人，其中包括来自120个国家的近3000名学历留学生。
人才培养,其中,来自,120个国家,目前,,,120,目前，全校共有全职专任教师2700人；本科生1.41万人，研究生1.48万人，其中包括来自120个国家的近3000名学历留学生。
人才培养,校,提供,5650门次的本科课程,,,,5650,全校每年提供5650门次的本科课程，2300多人次的中长期出国交流名额，超过人民币1亿元的奖助学金以及完备的助学服务。
人才培养,中长期,出国,交流名额,,,,2300,全校每年提供5650门次的本科课程，2300多人次的中长期出国交流名额，超过人民币1亿元的奖助学金以及完备的助学服务。
人才培养,中长期,交流,名额,,,,2300,全校每年提供5650门次的本科课程，2300多人次的中长期出国交流名额，超过人民币1亿元的奖助学金以及完备的助学服务。
人才培养,校,超过,人民币,,,,,全校每年提供5650门次的本科课程，2300多人次的中长期出国交流名额，超过人民币1亿元的奖助学金以及完备的助学服务。
人才培养,学生,有,充裕的机会,,,,,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,选择,申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目,,,,,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,申请,本科生望道计划、研究生创新计划各个平台的资源和服务,,,,,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,选择,参与310多个社团、数以千计的社会实践,,,,310多,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,参与,310多个社团,,,,310多,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,数以千计,社会实践,,,,310多,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,实习,项目,,,,310多,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,学生,服务,项目,,,,310多,学生有充裕的机会，选择申请本科生望道计划、研究生创新计划各个平台的资源和服务，选择参与310多个社团、数以千计的社会实践实习和志愿服务项目。
人才培养,复旦,希望,每一位在校学生，通过系统学习、学术训练、自由探索和丰富体验，坚定自己的兴趣、志向和生涯规划,,,复旦,一,复旦希望每一位在校学生，通过系统学习、学术训练、自由探索和丰富体验，坚定自己的兴趣、志向和生涯规划。
人才培养,复旦,学习,学术训练、自由探索和丰富体验，坚定自己的兴趣、志向和生涯规划,,,,,复旦希望每一位在校学生，通过系统学习、学术训练、自由探索和丰富体验，坚定自己的兴趣、志向和生涯规划。
人才培养,复旦,坚定,自己的兴趣、志向和生涯规划,,,,,复旦希望每一位在校学生，通过系统学习、学术训练、自由探索和丰富体验，坚定自己的兴趣、志向和生涯规划。
人才培养,,是以通识教育为基础的宽口径专业教育,,,,,,本科教育复旦的本科教育，是以通识教育为基础的宽口径专业教育。
人才培养,,负责,通识教育核心课程建设、书院建设,,,,,复旦学院（本科生院）负责通识教育核心课程建设、书院建设，领导各院系的专业教育，统筹管理全校本科教育教学工作。
人才培养,,统筹管理全校本科教育教学工作,,,,,,复旦学院（本科生院）负责通识教育核心课程建设、书院建设，领导各院系的专业教育，统筹管理全校本科教育教学工作。
人才培养,详情,参见,本科生招生网、本科生奖助体系,,,,,详情参见：本科生招生网、本科生奖助体系。
人才培养,,强调,科研创新能力与高层次专门人才培养并重,,,,,研究生教育复旦的研究生教育，强调科研创新能力与高层次专门人才培养并重。
人才培养,,培养,并重,,,,,研究生教育复旦的研究生教育，强调科研创新能力与高层次专门人才培养并重。
人才培养,,并重,,,,,,研究生教育复旦的研究生教育，强调科研创新能力与高层次专门人才培养并重。
