学术刊物,,﻿,《复旦学报（社会科学版）,,,,,﻿《复旦学报（社会科学版）》《复旦学报（社会科学版）》是复旦大学主办的综合性学术理论刊物，主要刊载文、史、哲、经、法等学科论文。
学术刊物,,主办,学术理论刊物,,复旦大学,,,﻿《复旦学报（社会科学版）》《复旦学报（社会科学版）》是复旦大学主办的综合性学术理论刊物，主要刊载文、史、哲、经、法等学科论文。
学术刊物,,刊,载文、史、哲、经、法等学科论文,,,,,﻿《复旦学报（社会科学版）》《复旦学报（社会科学版）》是复旦大学主办的综合性学术理论刊物，主要刊载文、史、哲、经、法等学科论文。
学术刊物,,载文,史、哲、经、法等学科论文,,,,,﻿《复旦学报（社会科学版）》《复旦学报（社会科学版）》是复旦大学主办的综合性学术理论刊物，主要刊载文、史、哲、经、法等学科论文。
学术刊物,,创刊,于1935年6月,1935年6月,,,,创刊于1935年6月，是我国最早的大学学报之一。
学术刊物,,是我国最早的大学学报之一,,1935年6月,,,,创刊于1935年6月，是我国最早的大学学报之一。
学术刊物,,复刊,直接由校党委领导的文科学报编辑部,1978年,,,,1978年复刊，并为此组成了直接由校党委领导的文科学报编辑部。
学术刊物,,组成,直接由校党委领导的文科学报编辑部,1978年,,,,1978年复刊，并为此组成了直接由校党委领导的文科学报编辑部。
学术刊物,,编辑,,1978年,,,,1978年复刊，并为此组成了直接由校党委领导的文科学报编辑部。
学术刊物,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。刊物网站、文章,检索,百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）,,,,,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。
学术刊物,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。刊物网站、文章,自然科学版,,,,,,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。
学术刊物,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。刊物网站、文章,主办,自然科学,,复旦大学,,,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。
学术刊物,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。刊物网站、文章,发行,,,,,,刊物网站、文章检索、百科入口《复旦学报（自然科学版）》《复旦学报》（自然科学版）（中、英文混版）是复旦大学主办的自然科学综合性学术刊物（双月刊，国内外发行）。
